org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review,url_id
Basketball ,basketball,0.0,13,-1,0,87,ASL Basketball ,259,360,25.0,3.48,https://www.youtube.com/watch?v=BAV15UzOJ90,basketball,"[0.067907810211181, 0.29040178656578003, 1.0, 0.650132179260253]",640,,178
stuck up,snob,0.0,2,34,0,170,Stuck Up,550,360,29.618,5.74,https://www.youtube.com/watch?v=nFirhKjMNKA,snob,"[0.0, 0.208590120077133, 1.0, 0.862107038497924]",640,,179
cry ,cry,2.339,144,-1,70,200,cry - ASL sign for cry,392,360,29.923,6.684,https://www.youtube.com/watch?v=zGwcfBwOLfo,cry,"[0.11553338170051501, 0.148040816187858, 1.0, 0.959821105003356]",480,1.0,180
cry ,cry,6.684,144,-1,200,276,cry - ASL sign for cry,392,360,29.923,9.224,https://www.youtube.com/watch?v=zGwcfBwOLfo,cry,"[0.11553338170051501, 0.148040816187858, 1.0, 0.959821105003356]",480,1.0,180
science,science,0.0,2,58,0,50,Science,287,360,29.644,1.687,https://www.youtube.com/watch?v=rBZlr8EEVHs,science,"[0.0, 0.0, 1.0, 0.981499671936035]",640,1.0,182
science,science,2.699,2,58,80,150,Science,287,360,29.644,5.06,https://www.youtube.com/watch?v=rBZlr8EEVHs,science,"[0.0, 0.0, 1.0, 0.981499671936035]",640,1.0,182
sheep ,sheep,4.91,144,-1,147,271,sheep - ASL sign for sheep,862,360,29.937,9.052,https://www.youtube.com/watch?v=K2AZZ6Pqm4E,sheep,"[0.044272214174270005, 0.0, 1.0, 1.0]",480,1.0,184
sheep ,sheep,9.052,144,-1,271,403,sheep - ASL sign for sheep,862,360,29.937,13.462,https://www.youtube.com/watch?v=K2AZZ6Pqm4E,sheep,"[0.044272214174270005, 0.0, 1.0, 1.0]",480,1.0,184
birth-[S-hand-version]-[born/delivery],born,0.0,0,0,0,68,birth-S-hand-version-borndelivery,196,360,29.978,2.268,https://www.youtube.com/watch?v=7qjJ90asdUs,born,"[0.08277586102485601, 0.21557345986366203, 1.0, 0.7266606092453001]",640,,185
bed,bed,0.0,62,-1,0,55,Sign for BED from page 25,188,360,30.0,1.833,https://www.youtube.com/watch?v=oNXtYp0Gfhw,bed,"[0.0, 0.141809523105621, 0.999177813529968, 0.8794704079627991]",640,,186
student,student,0.167,36,89,5,64,student,21,360,29.97,2.135,https://www.youtube.com/watch?v=Rajw-g-59j4,student,"[0.064107745885849, 0.024452328681945003, 1.0, 0.8055262565612791]",480,1.0,187
student,student,2.135,36,89,64,177,student,21,360,29.97,5.906,https://www.youtube.com/watch?v=Rajw-g-59j4,student,"[0.064107745885849, 0.024452328681945003, 1.0, 0.8055262565612791]",480,1.0,187
student,student,5.906,36,89,177,246,student,21,360,29.97,8.208,https://www.youtube.com/watch?v=Rajw-g-59j4,student,"[0.064107745885849, 0.024452328681945003, 1.0, 0.8055262565612791]",480,1.0,187
student,student,9.276,36,89,278,343,student,21,360,29.97,11.445,https://www.youtube.com/watch?v=Rajw-g-59j4,student,"[0.064107745885849, 0.024452328681945003, 1.0, 0.8055262565612791]",480,1.0,187
SAME AS,same,0.0,0,-1,0,69,SAME AS,70,360,25.0,2.7600000000000002,https://www.youtube.com/watch?v=UgIh0tLKbZ0,same,"[0.053089380264282005, 0.225263118743896, 0.9981690645217891, 0.893750846385955]",480,,188
tv,television,2.002,144,-1,60,130,TV - ASL sign for television,332,360,29.97,4.338,https://www.youtube.com/watch?v=T4s3grUN9vw,television,"[0.011872023344039001, 0.100504070520401, 1.0, 0.7850371003150941]",480,1.0,190
sign,sign,0.0,62,-1,0,70,Sign for SIGN from page 15,86,360,30.0,2.333,https://www.youtube.com/watch?v=yITxChoG9hU,sign,"[0.039062231779098004, 0.110747843980789, 1.0, 0.8203266859054561]",640,,193
play/playing,play,0.0,0,0,0,60,playplaying,85,720,29.97,2.002,https://www.youtube.com/watch?v=iZZwtHUXBSY,play,"[0.024221748113632, 0.263087391853332, 1.0, 0.835931062698364]",1280,,194
LAW,law,10.644,124,-1,319,378,Reasons People Move  ASL - American Sign Language,607,360,29.97,12.613,https://www.youtube.com/watch?v=J6vo-FDqO30,law,"[0.0, 0.20813375711441, 1.0, 0.835090696811676]",640,,195
GOVERNMENT,government,13.614,124,-1,408,467,Reasons People Move  ASL - American Sign Language,304,360,29.97,15.582,https://www.youtube.com/watch?v=J6vo-FDqO30,government,"[0.0, 0.134586513042449, 1.0, 0.8444961309432981]",640,,195
EARTHQUAKE,earthquake,31.598,124,-1,947,1109,Reasons People Move  ASL - American Sign Language,648,360,29.97,37.004,https://www.youtube.com/watch?v=J6vo-FDqO30,earthquake,"[0.0, 0.061024487018585004, 1.0, 0.9392020106315611]",640,,195
LEAVE,leave,113.68,124,-1,3407,3463,Reasons People Move  ASL - American Sign Language,336,360,29.97,115.549,https://www.youtube.com/watch?v=J6vo-FDqO30,leave,"[0.0, 0.17255753278732303, 0.999108672142028, 0.995687365531921]",640,,195
PINK,pink,0.467,109,40,14,89,PINK COLOR ASL,96,360,29.97,2.97,https://www.youtube.com/watch?v=vdOb9UPzfOw,pink,"[0.12558975815773002, 0.341590017080307, 1.0, 0.6468487381935121]",640,,196
color,color,0.0,38,52,0,104,color in American Sign Language,146,360,29.97,3.47,www.youtube.com/watch?v=MIUuj3MCRs8,color,"[0.008950680494308, 0.285224944353103, 1.0, 0.7283797264099121]",640,,197
FUTURE,future,0.968,124,7,29,85,ASL Vocabulary - Future Tense,145,720,29.97,2.836,https://www.youtube.com/watch?v=XlydB3y9Uec,future,"[0.007353156805038, 0.103258579969406, 1.0, 1.0]",1280,1.0,198
FUTURE,future,3.504,124,7,105,172,ASL Vocabulary - Future Tense,145,720,29.97,5.739,https://www.youtube.com/watch?v=XlydB3y9Uec,future,"[0.007353156805038, 0.103258579969406, 1.0, 1.0]",1280,1.0,198
FUTURE,future,5.839,124,7,175,228,ASL Vocabulary - Future Tense,145,720,29.97,7.608,https://www.youtube.com/watch?v=XlydB3y9Uec,future,"[0.007353156805038, 0.103258579969406, 1.0, 1.0]",1280,1.0,198
FUTURE,future,7.608,124,7,228,247,ASL Vocabulary - Future Tense,145,720,29.97,8.242,https://www.youtube.com/watch?v=XlydB3y9Uec,future,"[0.007353156805038, 0.103258579969406, 1.0, 1.0]",1280,1.0,198
SOON,soon,24.992,124,7,749,808,ASL Vocabulary - Future Tense,647,720,29.97,26.96,https://www.youtube.com/watch?v=XlydB3y9Uec,soon,"[0.046391010284423, 0.209708392620086, 1.0, 0.791907787322998]",1280,,198
LATER,later,27.027,124,7,810,865,ASL Vocabulary - Future Tense,354,720,29.97,28.862,https://www.youtube.com/watch?v=XlydB3y9Uec,later,"[0.054467529058456005, 0.136187463998794, 1.0, 0.9809316992759701]",1280,1.0,198
LATER,later,29.429,124,7,882,938,ASL Vocabulary - Future Tense,354,720,29.97,31.298,https://www.youtube.com/watch?v=XlydB3y9Uec,later,"[0.054467529058456005, 0.136187463998794, 1.0, 0.9809316992759701]",1280,1.0,198
LATER,later,33.066,124,7,991,1066,ASL Vocabulary - Future Tense,354,720,29.97,35.569,https://www.youtube.com/watch?v=XlydB3y9Uec,later,"[0.054467529058456005, 0.136187463998794, 1.0, 0.9809316992759701]",1280,1.0,198
TOMORROW,tomorrow,38.972,124,7,1168,1317,ASL Vocabulary - Future Tense,130,720,29.97,43.944,https://www.youtube.com/watch?v=XlydB3y9Uec,tomorrow,"[0.058831185102462005, 0.18454056978225702, 1.0, 0.8735854625701901]",1280,,198
NEXT-WEEK,next week,53.987,124,7,1618,1673,ASL Vocabulary - Future Tense,331,720,29.97,55.822,https://www.youtube.com/watch?v=XlydB3y9Uec,next week,"[0.007620304822921001, 0.13207951188087402, 1.0, 0.9923020601272581]",1280,1.0,198
NEXT-WEEK,next week,55.822,124,7,1673,1726,ASL Vocabulary - Future Tense,331,720,29.97,57.591,https://www.youtube.com/watch?v=XlydB3y9Uec,next week,"[0.007620304822921001, 0.13207951188087402, 1.0, 0.9923020601272581]",1280,1.0,198
NEXT-WEEK,next week,57.591,124,7,1726,1755,ASL Vocabulary - Future Tense,331,720,29.97,58.559,https://www.youtube.com/watch?v=XlydB3y9Uec,next week,"[0.007620304822921001, 0.13207951188087402, 1.0, 0.9923020601272581]",1280,1.0,198
NEXT-WEEK,next week,59.826,124,7,1793,1828,ASL Vocabulary - Future Tense,331,720,29.97,60.994,https://www.youtube.com/watch?v=XlydB3y9Uec,next week,"[0.007620304822921001, 0.13207951188087402, 1.0, 0.9923020601272581]",1280,1.0,198
NEXT-WEEK,next week,62.829,124,7,1883,1922,ASL Vocabulary - Future Tense,331,720,29.97,64.131,https://www.youtube.com/watch?v=XlydB3y9Uec,next week,"[0.007620304822921001, 0.13207951188087402, 1.0, 0.9923020601272581]",1280,1.0,198
NEXT-WEEK,next week,66.233,124,7,1985,2026,ASL Vocabulary - Future Tense,331,720,29.97,67.601,https://www.youtube.com/watch?v=XlydB3y9Uec,next week,"[0.007620304822921001, 0.13207951188087402, 1.0, 0.9923020601272581]",1280,1.0,198
NEXT-YEAR,next year,74.975,124,7,2247,2303,ASL Vocabulary - Future Tense,568,720,29.97,76.843,https://www.youtube.com/watch?v=XlydB3y9Uec,next year,"[0.019459158182144002, 0.17954084277153, 1.0, 0.9480044245719911]",1280,1.0,198
NEXT-YEAR,next year,76.843,124,7,2303,2339,ASL Vocabulary - Future Tense,568,720,29.97,78.045,https://www.youtube.com/watch?v=XlydB3y9Uec,next year,"[0.019459158182144002, 0.17954084277153, 1.0, 0.9480044245719911]",1280,1.0,198
NEXT-YEAR,next year,78.278,124,7,2346,2392,ASL Vocabulary - Future Tense,568,720,29.97,79.813,https://www.youtube.com/watch?v=XlydB3y9Uec,next year,"[0.019459158182144002, 0.17954084277153, 1.0, 0.9480044245719911]",1280,1.0,198
NEXT-YEAR,next year,80.814,124,7,2422,2443,ASL Vocabulary - Future Tense,568,720,29.97,81.515,https://www.youtube.com/watch?v=XlydB3y9Uec,next year,"[0.019459158182144002, 0.17954084277153, 1.0, 0.9480044245719911]",1280,1.0,198
NEXT-YEAR,next year,82.215,124,7,2464,2500,ASL Vocabulary - Future Tense,568,720,29.97,83.417,https://www.youtube.com/watch?v=XlydB3y9Uec,next year,"[0.019459158182144002, 0.17954084277153, 1.0, 0.9480044245719911]",1280,1.0,198
FUTURE,future,84.985,124,7,2547,2636,ASL Vocabulary - Future Tense,145,720,29.97,87.955,https://www.youtube.com/watch?v=XlydB3y9Uec,future,"[0.0030246078968040003, 0.13295221328735302, 1.0, 0.842723131179809]",1280,,198
AGAIN,again,98.999,124,7,2967,3055,ASL Vocabulary - Future Tense,26,720,29.97,101.935,https://www.youtube.com/watch?v=XlydB3y9Uec,again,"[0.051441073417663005, 0.186597496271133, 1.0, 0.789890885353088]",1280,,198
BATHROOM-[toilet],bathroom,0.0,0,0,0,75,BATHROOM-toilet,57,720,29.97,2.5020000000000002,https://www.youtube.com/watch?v=2xdhyJEgXdI,bathroom,"[0.045854300260543004, 0.25579464435577304, 1.0, 0.7251479625701901]",1280,,199
Sport,sports,0.667,41,17,20,130,ASL SPORTS,608,360,30.0,4.333,https://www.youtube.com/watch?v=IRa2wGdUm1A,sports,"[0.118309557437896, 0.0, 1.0, 1.0]",202,,200
Basketball,basketball,16.5,41,17,495,635,ASL SPORTS,259,360,30.0,21.167,https://www.youtube.com/watch?v=IRa2wGdUm1A,basketball,"[0.130943983793258, 0.0, 1.0, 1.0]",202,,200
ﬁshing,ﬁshing,112.6,41,17,3378,3423,ASL SPORTS,470,360,30.0,114.1,https://www.youtube.com/watch?v=IRa2wGdUm1A,fishing,"[0.22209444642066903, 0.0, 1.0, 1.0]",202,,200
Fishing,fishing,114.167,41,17,3425,3450,ASL SPORTS,470,360,30.0,115.0,https://www.youtube.com/watch?v=IRa2wGdUm1A,fishing,"[0.24615058302879303, 0.0, 1.0, 1.0]",202,,200
ﬁshing,ﬁshing,115.067,41,17,3452,3508,ASL SPORTS,470,360,30.0,116.933,https://www.youtube.com/watch?v=IRa2wGdUm1A,fishing,"[0.22227531671524, 0.0005109310150140001, 1.0, 1.0]",202,,200
"Skiing .,",skiing,150.767,41,17,4523,4619,ASL SPORTS,523,360,30.0,153.967,https://www.youtube.com/watch?v=IRa2wGdUm1A,ski,"[0.146019577980041, 0.0, 1.0, 1.0]",202,,200
Dancing,dance,185.233,41,17,5557,5581,ASL SPORTS,84,360,30.0,186.033,https://www.youtube.com/watch?v=IRa2wGdUm1A,dance,"[0.154483199119567, 0.0, 0.998989462852478, 1.0]",202,,200
"Soccer!""",soccer,187.867,41,17,5636,5690,ASL SPORTS,180,360,30.0,189.667,https://www.youtube.com/watch?v=IRa2wGdUm1A,soccer,"[0.11211723089218101, 0.0, 1.0, 1.0]",202,1.0,200
Smart?,smart,189.567,41,17,5687,5747,ASL SPORTS,249,360,30.0,191.567,https://www.youtube.com/watch?v=IRa2wGdUm1A,smart,"[0.15615242719650202, 0.0, 1.0, 1.0]",202,,200
grandfather,grandfather,1.0,69,2,30,152,How to sign Grandfather - ASL Vocabulary Series,92,360,30.0,5.067,https://www.youtube.com/watch?v=0jpusO22kZk,grandfather,"[0.04202446341514501, 0.277004897594451, 1.0, 0.726589977741241]",480,1.0,202
KETCHUP (CAT UP),ketchup,0.0,0,0,0,70,KETCHUP (CAT UP),806,360,29.97,2.336,https://www.youtube.com/watch?v=iws8A_-o8sg,ketchup,"[0.087452828884124, 0.24815684556961, 1.0, 0.7306407690048211]",640,,203
surprised ,surprise,6.447,144,-1,193,369,surprised - ASL sign for surprised,258,360,29.937,12.326,https://www.youtube.com/watch?v=pPAi70srlH4,surprise,"[0.11639466881752, 0.038376718759536, 1.0, 0.9333258867263791]",480,1.0,204
surprised ,surprise,12.326,144,-1,369,446,surprised - ASL sign for surprised,258,360,29.937,14.898,https://www.youtube.com/watch?v=pPAi70srlH4,surprise,"[0.11639466881752, 0.038376718759536, 1.0, 0.9333258867263791]",480,1.0,204
BLUE,blue,0.0,0,0,0,59,BLUE(6),64,360,29.97,1.969,https://www.youtube.com/watch?v=t2T1_LMVTp8,blue,"[0.045485615730285006, 0.29890912771224903, 1.0, 0.7373496294021601]",640,,205
Excited ,excited,0.0,14,-1,0,128,ASL Excited ,156,360,25.0,5.12,https://www.youtube.com/watch?v=2BCfrE5hjjY,excited,"[0.046758055686950004, 0.375755757093429, 1.0, 0.678880035877227]",640,,206
HOCKEY,hockey,0.0,0,0,0,88,HOCKEY,755,720,29.97,2.936,https://www.youtube.com/watch?v=1YYoXedYU3Q,hockey,"[0.063979089260101, 0.270260572433471, 1.0, 0.719559371471405]",1280,,208
light,light,0.0,2,49,0,44,Light,123,360,29.589,1.487,https://www.youtube.com/watch?v=SvqyC0RF6SI,light,"[0.0, 0.22495856881141602, 1.0, 0.8700904846191401]",640,1.0,210
light,light,1.487,2,49,44,164,Light,123,360,29.589,5.543,https://www.youtube.com/watch?v=SvqyC0RF6SI,light,"[0.0, 0.22495856881141602, 1.0, 0.8700904846191401]",640,1.0,210
blue,blue,0.0,45,106,0,165,blue-color,64,360,29.0,5.69,https://www.youtube.com/watch?v=Q699kuLyZIg,blue,"[0.056351333856582, 0.207269668579101, 1.0, 0.6847045421600341]",640,,212
rabbit,rabbit,0.0,2,58,0,52,Rabbit,758,360,29.607,1.756,https://www.youtube.com/watch?v=0J3VoV9_QpY,rabbit,"[0.0, 0.108412533998489, 1.0, 0.810635209083557]",640,1.0,213
DRINK-[C-hand-version]-[general-sign-for-non-alcoholic-drinks],drink,0.0,0,0,0,80,DRINK-C-hand-version-general-sign-for-non-alcoholic-drinks,56,720,29.97,2.669,https://www.youtube.com/watch?v=k6cNmM9WgUs,drink,"[0.0019074976444240002, 0.25039440393447804, 1.0, 0.7779048681259151]",1280,,214
NO-[opposite-of-yes],no,0.0,0,0,0,93,NO-opposite-of-yes,4,720,29.97,3.103,https://www.youtube.com/watch?v=pkzfT9cYvH0,no,"[0.026029944419860004, 0.269059717655181, 1.0, 0.779942214488983]",1280,,216
TIME++,time,7.441,46,8,223,312,UNIT 10 VOCABULARY,116,360,29.97,10.41,https://www.youtube.com/watch?v=shPBfkIYYpU,time,"[0.0027215480804440003, 0.21077275276184002, 1.0, 0.6764305233955381]",640,,217
LATE++,late,10.911,46,8,327,476,UNIT 10 VOCABULARY,155,360,29.97,15.883000000000001,https://www.youtube.com/watch?v=shPBfkIYYpU,late,"[0.0, 0.25536322593688904, 1.0, 0.679101109504699]",640,,217
"-
WORK

(person serious about work)",work,29.763,46,8,892,946,UNIT 10 VOCABULARY,90,360,29.97,31.565,https://www.youtube.com/watch?v=shPBfkIYYpU,work,"[0.0, 0.320888191461563, 1.0, 0.7185675501823421]",640,1.0,217
"-
WORK

(person serious about work)",work,31.565,46,8,946,995,UNIT 10 VOCABULARY,90,360,29.97,33.2,https://www.youtube.com/watch?v=shPBfkIYYpU,work,"[0.0, 0.320888191461563, 1.0, 0.7185675501823421]",640,1.0,217
"-
WORK

(person serious about work)",work,33.534,46,8,1005,1069,UNIT 10 VOCABULARY,90,360,29.97,35.669,https://www.youtube.com/watch?v=shPBfkIYYpU,work,"[0.0, 0.320888191461563, 1.0, 0.7185675501823421]",640,1.0,217
COUNTRY (area),country,36.169,46,8,1084,1255,UNIT 10 VOCABULARY,518,360,29.97,41.875,https://www.youtube.com/watch?v=shPBfkIYYpU,country,"[0.0, 0.322901666164398, 1.0, 0.716238260269165]",640,,217
"BE-CAREFUL
(tends to always be careful)",careful,69.603,46,8,2086,2176,UNIT 10 VOCABULARY,693,360,29.97,72.606,https://www.youtube.com/watch?v=shPBfkIYYpU,careful,"[0.0, 0.29641079902648904, 1.0, 0.6903113126754761]",640,1.0,217
MEET++,meet,151.618,46,8,4544,4692,UNIT 10 VOCABULARY,107,360,29.97,156.556,https://www.youtube.com/watch?v=shPBfkIYYpU,meet,"[0.0, 0.273704648017883, 1.0, 0.73134160041809]",640,,217
BE-NEGATIVE++,negative,203.07,46,8,6086,6195,UNIT 10 VOCABULARY,724,360,29.97,206.707,https://www.youtube.com/watch?v=shPBfkIYYpU,minus,"[0.0, 0.266337871551513, 1.0, 0.6306793093681331]",640,,217
COMPLAIN++,complain,209.876,46,8,6290,6370,UNIT 10 VOCABULARY,467,360,29.97,212.546,https://www.youtube.com/watch?v=shPBfkIYYpU,complain,"[0.0, 0.24337027966976102, 1.0, 0.6710354089736931]",640,1.0,217
LIE++,lie,234.134,46,8,7017,7166,UNIT 10 VOCABULARY,448,360,29.97,239.106,https://www.youtube.com/watch?v=shPBfkIYYpU,lie,"[0.0, 0.29077196121215804, 1.0, 0.661981582641601]",640,,217
TEND-TO,tend,284.718,46,8,8533,8566,UNIT 10 VOCABULARY,757,360,29.97,285.819,https://www.youtube.com/watch?v=shPBfkIYYpU,tend,"[0.0, 0.275456666946411, 1.0, 0.6690214276313781]",640,,217
"""PSHAW""
(TH mouth morpheme)",pshaw,320.02,46,8,9591,9641,UNIT 10 VOCABULARY,965,360,29.97,321.688,https://www.youtube.com/watch?v=shPBfkIYYpU,pshaw,"[0.0, 0.269918382167816, 1.0, 0.696832299232482]",640,1.0,217
"""PSHAW""
(TH mouth morpheme)",pshaw,321.688,46,8,9641,9691,UNIT 10 VOCABULARY,965,360,29.97,323.356,https://www.youtube.com/watch?v=shPBfkIYYpU,pshaw,"[0.0, 0.269918382167816, 1.0, 0.696832299232482]",640,1.0,217
"""PSHAW""
(TH mouth morpheme)",pshaw,323.69,46,8,9701,9781,UNIT 10 VOCABULARY,965,360,29.97,326.359,https://www.youtube.com/watch?v=shPBfkIYYpU,pshaw,"[0.0, 0.269918382167816, 1.0, 0.696832299232482]",640,1.0,217
DOLLAR,dollar,327.26,46,8,9808,9816,UNIT 10 VOCABULARY,275,360,29.97,327.527,https://www.youtube.com/watch?v=shPBfkIYYpU,dollar,"[0.0, 0.290867090225219, 1.0, 0.675723016262054]",640,1.0,217
DOLLAR,dollar,329.529,46,8,9876,9931,UNIT 10 VOCABULARY,275,360,29.97,331.364,https://www.youtube.com/watch?v=shPBfkIYYpU,dollar,"[0.0, 0.290867090225219, 1.0, 0.675723016262054]",640,1.0,217
DOLLAR,dollar,332.132,46,8,9954,10015,UNIT 10 VOCABULARY,275,360,29.97,334.167,https://www.youtube.com/watch?v=shPBfkIYYpU,dollar,"[0.0, 0.290867090225219, 1.0, 0.675723016262054]",640,1.0,217
CENT,cent,336.636,46,8,10089,10271,UNIT 10 VOCABULARY,925,360,29.97,342.709,https://www.youtube.com/watch?v=shPBfkIYYpU,cent,"[0.0, 0.302438914775848, 1.0, 0.689987778663635]",640,,217
COST,cost,342.976,46,8,10279,10460,UNIT 10 VOCABULARY,484,360,29.97,349.015,https://www.youtube.com/watch?v=shPBfkIYYpU,cost,"[0.0, 0.269576996564865, 1.0, 0.747627198696136]",640,,217
POPCORN,popcorn,371.605,46,8,11137,11204,UNIT 10 VOCABULARY,420,360,29.97,373.84,https://www.youtube.com/watch?v=shPBfkIYYpU,popcorn,"[0.0, 0.29606920480728105, 1.0, 0.6489593386650081]",640,1.0,217
POPCORN,popcorn,375.475,46,8,11253,11320,UNIT 10 VOCABULARY,420,360,29.97,377.711,https://www.youtube.com/watch?v=shPBfkIYYpU,popcorn,"[0.0, 0.29606920480728105, 1.0, 0.6489593386650081]",640,1.0,217
CANDY,candy,394.261,46,8,11816,11997,UNIT 10 VOCABULARY,166,360,29.97,400.3,https://www.youtube.com/watch?v=shPBfkIYYpU,candy,"[0.0, 0.28936815261840804, 1.0, 0.6459558010101311]",640,,217
RING,ring,400.667,46,8,12008,12131,UNIT 10 VOCABULARY,963,360,29.97,404.771,https://www.youtube.com/watch?v=shPBfkIYYpU,ring,"[0.0, 0.274393290281295, 1.0, 0.6579014062881471]",640,,217
RING,ring,404.838,46,8,12133,12216,UNIT 10 VOCABULARY,963,360,29.97,407.607,https://www.youtube.com/watch?v=shPBfkIYYpU,ring,"[0.0, 0.315125674009323, 0.9932370185852051, 0.6859026551246641]",640,,217
PENCIL,pencil,431.398,46,8,12929,12983,UNIT 10 VOCABULARY,79,360,29.97,433.199,https://www.youtube.com/watch?v=shPBfkIYYpU,pencil,"[0.0, 0.288991332054138, 1.0, 0.6994609236717221]",640,1.0,217
PENCIL,pencil,435.402,46,8,13049,13109,UNIT 10 VOCABULARY,79,360,29.97,437.404,https://www.youtube.com/watch?v=shPBfkIYYpU,pencil,"[0.0, 0.288991332054138, 1.0, 0.6994609236717221]",640,1.0,217
PEN,pencil,438.972,46,8,13156,13208,UNIT 10 VOCABULARY,79,360,29.97,440.707,https://www.youtube.com/watch?v=shPBfkIYYpU,pencil,"[0.0, 0.294770032167434, 1.0, 0.687476694583892]",640,1.0,217
PEN,pencil,441.708,46,8,13238,13297,UNIT 10 VOCABULARY,79,360,29.97,443.677,https://www.youtube.com/watch?v=shPBfkIYYpU,pencil,"[0.0, 0.294770032167434, 1.0, 0.687476694583892]",640,1.0,217
GUM,gum,484.517,46,8,14521,14616,UNIT 10 VOCABULARY,994,360,29.97,487.687,https://www.youtube.com/watch?v=shPBfkIYYpU,gum,"[0.0, 0.283462047576904, 1.0, 0.642067611217498]",640,1.0,217
GUM,gum,488.054,46,8,14627,14719,UNIT 10 VOCABULARY,994,360,29.97,491.124,https://www.youtube.com/watch?v=shPBfkIYYpU,gum,"[0.0, 0.283462047576904, 1.0, 0.642067611217498]",640,1.0,217
CHEERFUL/FRIENDLY,friendly,521.087,46,8,15617,15796,UNIT 10 VOCABULARY,248,360,29.97,527.06,https://www.youtube.com/watch?v=shPBfkIYYpU,friendly,"[0.0, 0.271148771047592, 1.0, 0.6883248090744011]",640,,217
STUCK-UP,snob,527.627,46,8,15813,15903,UNIT 10 VOCABULARY,550,360,29.97,530.63,https://www.youtube.com/watch?v=shPBfkIYYpU,snob,"[0.0, 0.28227859735488803, 1.0, 0.684705138206481]",640,,217
STUCK-UP,snob,530.697,46,8,15905,15994,UNIT 10 VOCABULARY,550,360,29.97,533.666,https://www.youtube.com/watch?v=shPBfkIYYpU,snob,"[0.0, 0.34933054447174, 1.0, 0.684602797031402]",640,,217
RUDE++,rude,540.473,46,8,16198,16377,UNIT 10 VOCABULARY,296,360,29.97,546.446,https://www.youtube.com/watch?v=shPBfkIYYpU,rude,"[0.0, 0.23408298194408403, 1.0, 0.8035308122634881]",640,,217
SWEET,sweet,546.98,46,8,16393,16572,UNIT 10 VOCABULARY,235,360,29.97,552.952,https://www.youtube.com/watch?v=shPBfkIYYpU,sweet,"[0.0, 0.252849161624908, 1.0, 0.708059191703796]",640,,217
MEAN,mean,553.553,46,8,16590,16680,UNIT 10 VOCABULARY,184,360,29.97,556.556,https://www.youtube.com/watch?v=shPBfkIYYpU,mean,"[0.0, 0.30003806948661804, 1.0, 0.738571763038635]",640,1.0,217
MEAN,mean,557.457,46,8,16707,16762,UNIT 10 VOCABULARY,184,360,29.97,559.292,https://www.youtube.com/watch?v=shPBfkIYYpU,mean,"[0.0, 0.30003806948661804, 1.0, 0.738571763038635]",640,1.0,217
MEAN,mean,561.194,46,8,16819,16998,UNIT 10 VOCABULARY,184,360,29.97,567.167,https://www.youtube.com/watch?v=shPBfkIYYpU,mean,"[0.0, 0.19971466064453103, 1.0, 0.6915846467018121]",640,,217
MAD (character),mad,568.368,46,8,17034,17159,UNIT 10 VOCABULARY,152,360,29.97,572.539,https://www.youtube.com/watch?v=shPBfkIYYpU,mad,"[0.0, 0.329364717006683, 1.0, 0.6983927488327021]",640,1.0,217
MAD (character),mad,572.639,46,8,17162,17222,UNIT 10 VOCABULARY,152,360,29.97,574.641,https://www.youtube.com/watch?v=shPBfkIYYpU,mad,"[0.0, 0.329364717006683, 1.0, 0.6983927488327021]",640,1.0,217
WARM,warm,726.993,46,8,21788,21967,UNIT 10 VOCABULARY,294,360,29.97,732.966,https://www.youtube.com/watch?v=shPBfkIYYpU,warm,"[0.0, 0.314453065395355, 1.0, 0.744008958339691]",640,,217
COLD,cold,733.132,46,8,21972,22166,UNIT 10 VOCABULARY,177,360,29.97,739.606,https://www.youtube.com/watch?v=shPBfkIYYpU,cold,"[0.0, 0.307544529438018, 1.0, 0.654268026351928]",640,,217
STUBBORN,stubborn,739.739,46,8,22170,22280,UNIT 10 VOCABULARY,689,360,29.97,743.409,https://www.youtube.com/watch?v=shPBfkIYYpU,stubborn,"[0.0, 0.282527655363082, 1.0, 0.699711680412292]",640,1.0,217
STUBBORN,stubborn,743.977,46,8,22297,22379,UNIT 10 VOCABULARY,689,360,29.97,746.713,https://www.youtube.com/watch?v=shPBfkIYYpU,stubborn,"[0.0, 0.282527655363082, 1.0, 0.699711680412292]",640,1.0,217
SMART,smart,780.179,46,8,23382,23469,UNIT 10 VOCABULARY,249,360,29.97,783.082,https://www.youtube.com/watch?v=shPBfkIYYpU,smart,"[0.0, 0.309626877307891, 1.0, 0.7573720812797541]",640,1.0,217
SMART,smart,783.816,46,8,23491,23592,UNIT 10 VOCABULARY,249,360,29.97,787.186,https://www.youtube.com/watch?v=shPBfkIYYpU,smart,"[0.0, 0.309626877307891, 1.0, 0.7573720812797541]",640,1.0,217
BRAVE,brave,815.948,46,8,24454,24644,UNIT 10 VOCABULARY,877,360,29.97,822.288,https://www.youtube.com/watch?v=shPBfkIYYpU,brave,"[0.0, 0.270862281322479, 1.0, 0.7359714508056641]",640,,217
SOUP,soup,869.102,46,8,26047,26150,UNIT 10 VOCABULARY,418,360,29.97,872.538,https://www.youtube.com/watch?v=shPBfkIYYpU,soup,"[0.0, 0.28596389293670604, 1.0, 0.6843290328979491]",640,1.0,217
